term,log_odds,tfd
hello,1.3363564322718693,0.0025923250180612807
welcome,1.380134457072655,0.001529896731970592
another,0.2808607171880799,0.0027198164123921637
tutorial,2.0591658873463183,0.005312141430453444
see,0.4089460996185759,0.015978921422803962
create,0.587683945761916,0.007097020951085802
skin,1.3575656219333212,8.499426288725512e-05
game,1.1426081696018748,0.0061620840593259955
ellie,7.346527038823185,0.0009774340232034339
place,0.8815012936340476,0.0018698737835196124
learn,1.0558027004533668,0.0026348221495049082
go,0.671769257764647,0.021971016956355446
fun,1.952239259811929,0.002464833623730398
let,0.5081837848857287,0.027920615358463304
dive,2.3265339563213683,0.0008074454974289235
first,0.1711141346524716,0.005482129956227955
work,-0.6991736232777165,0.001614890994857847
press,1.3195104337158914,0.0022523479665122604
left,1.1123543557155644,0.00365475330415197
arrow,2.155529778634983,0.002209850835068633
key,-0.24319496994199227,0.001147422548977944
move,1.3249268271308916,0.0056096213505588376
skewer,5.249385920043948,0.00012749139433088267
need,0.36446110552603994,0.010199311546470613
avoid,1.0796184610868163,0.00025498278866176535
obstacle,2.187701651093747,0.0005099655773235307
tree,0.8192794820520171,0.0007224512345416685
anything,0.07474466404538699,0.0011049254175343165
score,2.2422933843343675,0.003442267646933832
whenever,0.8215745563608142,0.0011899196804215715
pas,-1.724582613290536,0.00021248565721813776
one,0.6636068661397472,0.023755896476987802
level,-1.5960645984086672,0.00012749139433088267
hit,0.779618034616191,0.0022523479665122604
im,0.891612363862611,0.031405380136840765
make,0.6317558305802577,0.010836768518125027
would,0.20818132739198777,0.004929667247460796
follow,0.5806340545608738,0.0005524627087671582
line,0.3182171887434481,0.0029323020696103014
ahead,-1.666958100867702,0.00042497131443627553
new,-0.15016600381024178,0.0025923250180612807
project,0.8478626039777734,0.004079724618588246
scratchmitedu,5.495175472392884,0.000382474182992648
give,-0.12919799194856424,0.0025073307551740256
good,0.19393247233183386,0.0026348221495049082
name,0.17806430846353843,0.004589690195911776
way,-0.7517742703919487,0.0016998852577451021
requested,1.6434114531546873,8.499426288725512e-05
two,0.1564786717125879,0.005184650036122561
request,-1.9342158772511382,8.499426288725512e-05
put,0.68631924529774,0.005312141430453444
comment,0.2837307201992316,0.001062428286090689
try,-0.31417456090379087,0.001529896731970592
delete,1.3263748907669792,0.0027623135438357913
cat,2.806866944059963,0.00365475330415197
use,-0.560286048990788,0.0035697590412647148
different,-0.3324741586590964,0.0017848795206323574
sprite,2.631835455491139,0.006119586927882368
backdrop,4.596142473894414,0.005482129956227955
skier,6.866953958561298,0.00025498278866176535
download,0.5264754585414935,0.0006374569716544133
something,0.48665823992927437,0.005949598402107858
internet,0.2668832261349918,0.00021248565721813776
keep,0.39593156229941806,0.0017423823891887299
simple,-0.18228710393999956,0.0008074454974289235
downloading,0.6040395620691749,4.249713144362756e-05
size,0.20522823888709857,0.001232416811865199
small,0.4767416427055807,0.0006374569716544133
enough,0.5544722880028421,0.0006374569716544133
sense,-0.7716258159153396,0.00021248565721813776
modify,0.5756611652371676,0.0002974799201053929
bit,0.5042447874754127,0.00382474182992648
costume,3.2686191902461315,0.0038672389613701075
think,-1.2630125637262295,0.0009774340232034339
neutral,2.1817410648996707,4.249713144362756e-05
position,0.8378399407926996,0.002294845097955888
skiing,5.226263502623094,4.249713144362756e-05
also,0.555951371237507,0.008669414814500022
bad,-0.6193656962613437,0.00012749139433088267
draw,1.0323898523464157,0.0017423823891887299
ski,5.322145274326376,0.00042497131443627553
shoe,1.9538089968536636,8.499426288725512e-05
taking,0.2466792540445503,0.0004674684458799031
paint,2.84320052461388,0.0008499426288725511
drawing,0.743939146633848,0.00042497131443627553
second,0.898510208021484,0.004334707407250011
choose,2.5352299949553014,0.005822107007776975
whatever,0.6795823632733972,0.002209850835068633
color,1.3112310081132486,0.00573711274488972
want,0.7449804919427792,0.022693468190897115
filling,1.739150582278079,0.00012749139433088267
obviously,0.14684869313201204,0.0005099655773235307
doesnt,0.24178132375186484,0.0014873996005269645
really,-0.6050226011105371,0.002294845097955888
look,0.4718283832472327,0.007182015213973057
demo,1.4991803358420863,0.0007224512345416685
take,0.0893918448887847,0.0034847647783774597
time,0.4381161884248058,0.0071395180825294296
perfect,-0.5819819421602827,0.00012749139433088267
group,0.25131970841014034,0.0005949598402107858
whole,-0.09167391877485509,0.0005949598402107858
thing,0.19347752440994057,0.007819472185627471
together,0.24664213791808395,0.0005949598402107858
putting,1.2859181165539972,0.0006799541030980409
always,0.05239330898170308,0.0011049254175343165
click,1.1605341086850223,0.00747949513407845
rotate,2.088915932752105,0.0009349368917598062
dimension,-0.5451776205069223,4.249713144362756e-05
thats,-1.3480653580587345,0.00191237091496324
direction,1.4724427470526875,0.0017423823891887299
front,-0.1057593963901141,0.0002974799201053929
back,0.30578731771454915,0.004462198801580893
sure,0.6283018444503277,0.0033997705154902042
shouldnt,0.5845092123768191,0.00025498278866176535
cover,-0.9228712378377137,8.499426288725512e-05
character,0.43430633487175246,0.0012749139433088266
pole,2.783668050906816,0.00012749139433088267
width,-1.0713858801676448,0.00016998852577451023
unless,0.6011599789275521,0.00016998852577451023
little,0.31080473266720565,0.0033997705154902042
sharp,0.803190898513211,8.499426288725512e-05
part,0.7064516539857596,0.0027623135438357913
separate,-0.712749184482464,0.00012749139433088267
hand,-0.03537767542713645,0.00033997705154902047
ctrl,1.980098910162406,0.0006374569716544133
simpler,0.6833943428323815,8.499426288725512e-05
duplicating,3.961007469880259,0.0002974799201053929
abbey,4.781577681361648,8.499426288725512e-05
named,0.5690814569479328,0.00033997705154902047
abby,4.072081362800173,0.00012749139433088267
select,-0.9149477553466644,0.0002974799201053929
mirror,1.0894982245170408,4.249713144362756e-05
shes,0.6200538570603398,8.499426288725512e-05
looking,-0.7954669475732201,0.00042497131443627553
done,0.47707012620970385,0.002124856572181378
blue,1.1348120101834207,0.0009349368917598062
sky,2.3641298508442103,0.00033997705154902047
using,-0.49461690948072645,0.0018698737835196124
theyre,-1.1818170825705872,0.0002974799201053929
resembles,2.850427947889455,4.249713144362756e-05
heel,3.8500194773567045,8.499426288725512e-05
kind,-1.196372884936458,0.0009349368917598062
pretend,0.7358309941054254,4.249713144362756e-05
three,0.3363729684190453,0.0030172963324975564
winter,4.855823271350858,0.0008924397603161787
fantasy,1.9513854876396082,4.249713144362756e-05
pick,0.7474162015973127,0.0008924397603161787
maybe,0.8058282751447564,0.0038672389613701075
shall,3.2565128267023047,0.0005524627087671582
resort,2.5730215380158787,4.249713144362756e-05
stone,1.9375631521880843,8.499426288725512e-05
rock,3.217602143004305,0.0020823594407377503
get,-0.987566420758999,0.002974799201053929
writing,1.0239617988959007,0.0011049254175343165
code,0.9002288375559787,0.011346734095448558
variable,0.559042476252032,0.0046321873273554035
order,0.8404772774080631,0.0028473078067230463
able,-0.5015659728839518,0.0008074454974289235
