channel_name,video_title,video_url,publish_date,video_length,views,likes,comments,transcript_filename,Unnamed: 9
Bro Code,Build this JS STOPWATCH in 18 minutes! ⏱,https://www.youtube.com/watch?v=d8-LGhKtzRw,12/17/23,18:06,23492,627,31,buildthisjsstopwatchin18minutes.txt,2
Bro Code,Learn the JavaScript classList property easy! 💡,https://www.youtube.com/watch?v=62qN2RcpIAE,12/16/23,16:00,8558,312,14,learnthejavascriptclasslistpropertyeasy.txt,2
Bro Code,What are NodeLists in JavaScript? 📃,https://www.youtube.com/watch?v=5n3qPKgLEDc,12/16/23,13:22,7189,224,12,whatarenodelistsinjavascript.txt,2
Bro Code,How to HIDE and SHOW HTML using JavaScript 🖼,https://www.youtube.com/watch?v=MkvHPOT4RS8,12/14/23,5:11,10465,298,15,howtohideandshowhtmlusingjavascript.txt,2
Bro Code,Learn JavaScript KEY EVENTS in 10+ minutes! ⌨,https://www.youtube.com/watch?v=q32skvBgxo4,12/14/23,11:16,19690,652,25,learnjavascriptkeyeventsin10minutes.txt,2
Bro Code,Learn JavaScript MOUSE EVENTS in 10 minutes! 🖱,https://www.youtube.com/watch?v=g_vXSKbfUiQ,12/12/23,10:30,34920,996,37,learnjavascriptmouseeventsin10minutes.txt,2
Bro Code,How to ADD/CHANGE HTML using JavaScript 🛠️,https://www.youtube.com/watch?v=WCRi7y6aNrQ,12/11/23,15:33,10754,310,15,howtoaddchangehtmlusingjavascript.txt,2
Bro Code,React JS update ARRAY of OBJECTS in state 🚘,https://www.youtube.com/watch?v=Y62mbztjmus,12/10/23,12:48,13275,301,24,reactjsupdatearrayofobjectsinstate.txt,2
Bro Code,React JS how to update ARRAYS in state 🍎,https://www.youtube.com/watch?v=A9Bz2YxhAQk,12/9/23,9:01,12746,336,23,reactjshowtoupdatearraysinstate.txt,2
Bro Code,React JS how to update OBJECTS in state 🚗,https://www.youtube.com/watch?v=YxQlt3n1ZPA,12/9/23,9:10,17113,415,18,reactjshowtoupdateobjectsinstate.txt,2
Bro Code,What are React updater functions? 🔄,https://www.youtube.com/watch?v=nbAaUpNDhRY,12/8/23,7:15,8683,274,20,whatarereactupdaterfunctions.txt,2
Bro Code,Learn DOM Navigation in 15 minutes! 🧭,https://www.youtube.com/watch?v=RKXIMnSwUcg,12/6/23,15:27,11464,307,18,learndomnavigationin15minutes.txt,2
Bro Code,Build this React Color Picker app in 10 minutes 🖌,https://www.youtube.com/watch?v=3hCN3dLHV24,12/5/23,10:16,12040,289,25,buildthisreactcolorpickerappin10minutes.txt,2
Bro Code,Learn JavaScript ELEMENT SELECTORS easy! 📑,https://www.youtube.com/watch?v=FQtjI1PC5Z0,12/5/23,17:38,19037,568,28,learnjavascriptelementselectorseasy.txt,2
Bro Code,The JavaScript DOM explained in 5 minutes! 🌳,https://www.youtube.com/watch?v=NO5kUNxGIu0,12/5/23,5:01,87619,2049,30,thejavascriptdomexplainedin5minutes.txt,2
Bro Code,Build this JS calculator in 15 minutes! 🖩,https://www.youtube.com/watch?v=I5kj-YsmWjM,12/1/23,15:20,467330,13327,369,buildthisjscalculatorin15minutes.txt,2
Bro Code,Learn the React onChange event handler 🚦,https://www.youtube.com/watch?v=JhIbXor84Wc,11/30/23,14:40,14553,449,31,learnthereactonchangeeventhandler.txt,2
Bro Code,JavaScript Error handling in 9 minutes! ⚠,https://www.youtube.com/watch?v=NwoAZF66_Go,11/30/23,9:03,12070,443,13,javascripterrorhandlingin9minutes.txt,2
Bro Code,What is asynchronous JavaScript code? 💤,https://www.youtube.com/watch?v=Coyy79wRz_s,11/30/23,4:48,15001,503,10,whatisasynchronousjavascriptcode.txt,2
Bro Code,Build a JavaScript random password generator 🔑,https://www.youtube.com/watch?v=1cdXwYEFDAg,11/29/23,12:05,15452,456,28,buildajavascriptrandompasswordgenerator.txt,2
Bro Code,Learn JavaScript ES6 Modules in 6 minutes! 🚢,https://www.youtube.com/watch?v=fl-_6d18DN0,11/29/23,6:05,14484,416,13,learnjavascriptes6modulesin6minutes.txt,2
Bro Code,Build a JS compound interest calculator 💰,https://www.youtube.com/watch?v=pq_FYp2JSLI,11/28/23,18:28,7715,229,14,buildajscompoundinterestcalculator.txt,2
Bro Code,Format currency EASY in JavaScript 💲,https://www.youtube.com/watch?v=HOMu48bTzz8,11/28/23,5:30,5760,201,9,formatcurrencyeasyinjavascript.txt,2
Bro Code,Build this JS Digital Clock in 10 minutes! 🕐,https://www.youtube.com/watch?v=2glfqa-ZbNw,11/27/23,10:48,9401,342,28,buildthisjsdigitalclockin10minutes.txt,2
Bro Code,Build this JavaScript Dice Roller program 🎲,https://www.youtube.com/watch?v=PXilNmL9U80,11/25/23,14:12,16843,448,30,buildthisjavascriptdicerollerprogram.txt,2
Bro Code,JavaScript console.time() is awesome! ⏲,https://www.youtube.com/watch?v=9amAW_qXv84,11/25/23,4:40,5756,186,6,javascriptconsoletimeisawesome.txt,2
Bro Code,Learn JavaScript setTimeout() in 6 minutes! ⏰,https://www.youtube.com/watch?v=shWr5DNVeCI,11/25/23,6:13,8582,261,8,learnjavascriptsettimeoutin6minutes.txt,2
Bro Code,Learn JavaScript CLOSURES in 10 minutes! 🔒,https://www.youtube.com/watch?v=beZfCfiuIkA,11/24/23,10:58,16618,630,37,learnjavascriptclosuresin10minutes.txt,2
Bro Code,Learn JavaScript DATE objects in 8 minutes! 📅,https://www.youtube.com/watch?v=LwYwz67l1lA,11/23/23,8:02,15348,395,15,learnjavascriptdateobjectsin8minutes.txt,2
Bro Code,How to SHUFFLE AN ARRAY in 4 minutes! 🔀,https://www.youtube.com/watch?v=FGAUekwri1Q,11/22/23,4:05,9722,285,16,howtoshuffleanarrayin4minutes.txt,2
Bro Code,Learn JavaScript SORTING in 6 minutes! 🗃,https://www.youtube.com/watch?v=CTHhlx25X-U,11/22/23,6:42,19866,619,37,learnjavascriptsortingin6minutes.txt,2
Bro Code,JavaScript ARRAYS of OBJECTS are easy! 🍎,https://www.youtube.com/watch?v=w9078dAjcrY,11/21/23,10:01,17593,510,18,javascriptarraysofobjectsareeasy.txt,2
Bro Code,Learn JavaScript NESTED OBJECTS easy! 📫,https://www.youtube.com/watch?v=b8gwYQ_V4K4,11/21/23,9:14,8255,252,9,learnjavascriptnestedobjectseasy.txt,2
Bro Code,React useState() hook introduction 🎣,https://www.youtube.com/watch?v=SpDG283b4bw,11/20/23,16:33,24190,667,37,reactusestatehookintroduction.txt,2
Bro Code,JavaScript DESTRUCTURING in 8 minutes! 💥,https://www.youtube.com/watch?v=UHZcJyVXtLo,11/20/23,8:41,17242,625,28,javascriptdestructuringin8minutes.txt,2
Bro Code,JavaScript GETTERS & SETTERS are awesome!!! 📐,https://www.youtube.com/watch?v=KQVCAnh6Afk,11/19/23,13:14,14081,513,35,javascriptgetterssettersareawesome.txt,2
Bro Code,The JavaScript SUPER keyword is super! 🦸‍♂️,https://www.youtube.com/watch?v=Cto38GpvJgg,11/19/23,9:22,13851,512,19,thejavascriptsuperkeywordissuper.txt,2
Bro Code,Learn JavaScript INHERITANCE in 7 minutes! 🐇,https://www.youtube.com/watch?v=DqUPa0D2N78,11/19/23,7:04,14112,410,18,learnjavascriptinheritancein7minutes.txt,2
Bro Code,Learn JavaScript STATIC keyword in 8 minutes! ⚡,https://www.youtube.com/watch?v=UOH4SAG3BoQ,11/18/23,8:03,14088,422,26,learnjavascriptstatickeywordin8minutes.txt,2
Bro Code,Learn JavaScript CLASSES in 6 minutes! 🏭,https://www.youtube.com/watch?v=U2vxAEiaVRY,11/17/23,6:09,43672,1126,39,learnjavascriptclassesin6minutes.txt,2
Bro Code,JavaScript CONSTRUCTORS in 5 minutes! 🛠,https://www.youtube.com/watch?v=WPmAu26LZKo,11/16/23,5:32,26670,796,35,javascriptconstructorsin5minutes.txt,2
Bro Code,What is THIS in JavaScript? 👈,https://www.youtube.com/watch?v=Jdlo8ZDt5Jg,11/15/23,4:27,16291,600,17,whatisthisinjavascript.txt,2
Bro Code,Learn JavaScript OBJECTS in 7 minutes! 🧍,https://www.youtube.com/watch?v=lo7o91qLzxc,11/14/23,7:01,49742,1360,54,learnjavascriptobjectsin7minutes.txt,2
Bro Code,Learn JavaScript ARROW FUNCTIONS in 8 minutes! 🎯,https://www.youtube.com/watch?v=fRRRkognpOs,11/13/23,8:02,28479,901,33,learnjavascriptarrowfunctionsin8minutes.txt,2
Bro Code,JavaScript FUNCTION EXPRESSIONS in 7 minutes! 🐣,https://www.youtube.com/watch?v=jDqmFt03Gy0,11/13/23,7:32,15029,397,8,javascriptfunctionexpressionsin7minutes.txt,2
Bro Code,Learn React Click Events 👆,https://www.youtube.com/watch?v=KpiiKuqNlYw,11/11/23,12:21,19106,512,33,learnreactclickevents.txt,2
Bro Code,JavaScript reduce() method in 5 minutes! ♻️,https://www.youtube.com/watch?v=iDWtuWkuj8g,11/11/23,5:16,25359,739,32,javascriptreducemethodin5minutes.txt,2
Bro Code,JavaScript filter() method in 6 minutes! 🚰,https://www.youtube.com/watch?v=VvSEKHKFvpQ,11/10/23,6:30,16276,436,13,javascriptfiltermethodin6minutes.txt,2
Bro Code,JavaScript map() method in 7 minutes! 🗺️,https://www.youtube.com/watch?v=xNQH1NbZQ0E,11/9/23,7:01,31820,802,27,javascriptmapmethodin7minutes.txt,2
Bro Code,JavaScript forEach() method in 8 minutes! ➿,https://www.youtube.com/watch?v=uOZWH0KEUs4,11/9/23,8:02,28606,671,20,javascriptforeachmethodin8minutes.txt,2
Bro Code,Learn JavaScript CALLBACKS in 7 minutes! 🤙,https://www.youtube.com/watch?v=i2SPq-nb3NQ,11/8/23,7:17,45280,1417,65,learnjavascriptcallbacksin7minutes.txt,2
Bro Code,JavaScript REST PARAMETERS in 8 minutes! 🗄,https://www.youtube.com/watch?v=ahwR1D_GAfc,11/7/23,8:06,15920,473,22,javascriptrestparametersin8minutes.txt,2
Bro Code,JavaScript SPREAD OPERATOR in 4 minutes! 📖,https://www.youtube.com/watch?v=RuDdltsfaVc,11/7/23,4:55,28718,928,23,javascriptspreadoperatorin4minutes.txt,2
Bro Code,Learn 2D ARRAYS in JavaScript in 6 minutes! ⬜,https://www.youtube.com/watch?v=SmJNeJuLmVo,11/6/23,6:31,22385,511,18,learn2darraysinjavascriptin6minutes.txt,2
Bro Code,React js how to add CSS styles 🎨,https://www.youtube.com/watch?v=r3SMd0YTSZs,11/5/23,8:16,26244,580,26,reactjshowtoaddcssstyles.txt,2
Bro Code,Learn JavaScript ARRAYS in 8 minutes! 🗃,https://www.youtube.com/watch?v=yQ1fz8LY354,11/5/23,8:06,29430,781,19,learnjavascriptarraysin8minutes.txt,2
Bro Code,JavaScript TEMPERATURE CONVERSION PROGRAM 🌡️,https://www.youtube.com/watch?v=6xrTdpIAsb0,11/4/23,16:18,13120,366,31,javascripttemperatureconversionprogram.txt,2
Bro Code,Learn JavaScript VARIABLE SCOPE in 5 minutes! 🏠,https://www.youtube.com/watch?v=KyqmbIkZGIo,11/4/23,5:26,13892,427,18,learnjavascriptvariablescopein5minutes.txt,2
Bro Code,JavaScript FUNCTIONS are easy! 📞,https://www.youtube.com/watch?v=HFaxylC7bUc,11/3/23,12:14,30183,924,40,javascriptfunctionsareeasy.txt,2
Bro Code,JavaScript NUMBER GUESSING GAME ↕,https://www.youtube.com/watch?v=maB0r59KOUk,11/2/23,8:54,22542,500,21,javascriptnumberguessinggame.txt,2
Bro Code,JavaScript VARIABLES are easy! 📦,https://www.youtube.com/watch?v=nbX0MIV7-Ek,11/1/23,12:49,50223,1049,39,javascriptvariablesareeasy.txt,2
Bro Code,Learn JavaScript FOR LOOPS in 5 minutes! 🔂,https://www.youtube.com/watch?v=ZOQYIWLngSU,11/1/23,5:45,28727,756,18,learnjavascriptforloopsin5minutes.txt,2
Bro Code,How to render LISTS in React 📃,https://www.youtube.com/watch?v=fkl1Kn_QWCI,10/31/23,26:40:00,28400,842,45,howtorenderlistsinreact.txt,2
Bro Code,Learn JavaScript WHILE LOOPS in 8 minutes! 🔁,https://www.youtube.com/watch?v=TDUz9QcGPoE,10/30/23,8:12,24112,594,19,learnjavascriptwhileloopsin8minutes.txt,2
Bro Code,Learn JavaScript STRICT EQUALITY in 3 minutes! 🟰,https://www.youtube.com/watch?v=O7aUm0AuUy4,10/29/23,3:58,11027,387,31,learnjavascriptstrictequalityin3minutes.txt,2
Bro Code,Learn JavaScript LOGICAL OPERATORS in 5 minutes ❗,https://www.youtube.com/watch?v=ovWYhDVQiR8,10/29/23,5:42,17912,459,16,learnjavascriptlogicaloperatorsin5minutes.txt,2
Bro Code,Learn JavaScript STRING SLICING in 8 minutes! ✂️,https://www.youtube.com/watch?v=sPPGd4Lfh3s,10/28/23,8:02,12070,331,20,learnjavascriptstringslicingin8minutes.txt,2
Bro Code,Useful JavaScript STRING METHODS 🧵,https://www.youtube.com/watch?v=wssvLtVSFeI,10/27/23,8:03,16159,437,14,usefuljavascriptstringmethods.txt,2
Bro Code,How to CONDITIONAL RENDER in React ❓,https://www.youtube.com/watch?v=XvURBpFxdGw,10/24/23,10:15,30849,744,43,howtoconditionalrenderinreact.txt,2
Bro Code,Learn JavaScript SWITCHES in 6 minutes! 💡,https://www.youtube.com/watch?v=z2fcWdoph4U,10/24/23,6:45,15785,417,16,learnjavascriptswitchesin6minutes.txt,2
Bro Code,JavaScript TERNARY OPERATOR in 6 minutes!  ❓,https://www.youtube.com/watch?v=atS_A9HHAVo,10/23/23,6:46,17438,501,23,javascriptternaryoperatorin6minutes.txt,2
Bro Code,The JavaScript checked property is easy ✅,https://www.youtube.com/watch?v=SgxzJdqhyfw,10/22/23,10:07,20122,463,17,thejavascriptcheckedpropertyiseasy.txt,2
Bro Code,If statements in JavaScript are easy 🤔,https://www.youtube.com/watch?v=PgUXiprlg1k,10/21/23,15:58,29338,725,62,ifstatementsinjavascriptareeasy.txt,2
Bro Code,Random number generator in JavaScript ⁉,https://www.youtube.com/watch?v=K2upGO5Bb48,10/20/23,8:36,24554,547,33,randomnumbergeneratorinjavascript.txt,2
Bro Code,Why the Math object in JavaScript is useful 🧮,https://www.youtube.com/watch?v=uy-1WNqecnI,10/19/23,5:37,17780,446,17,whythemathobjectinjavascriptisuseful.txt,2
Bro Code,JavaScript COUNTER PROGRAM 🔢,https://www.youtube.com/watch?v=uSJXZ3LkABE,10/18/23,9:17,27038,638,52,javascriptcounterprogram.txt,2
Bro Code,JavaScript CONSTANTS are easy 🚫,https://www.youtube.com/watch?v=3M53uhj0D4k,10/18/23,7:42,19498,483,24,javascriptconstantsareeasy.txt,2
Bro Code,Learn JavaScript TYPE CONVERSION in 5 minutes! 💱,https://www.youtube.com/watch?v=jLRnuVHwHKk,10/18/23,5:40,27955,657,17,learnjavascripttypeconversionin5minutes.txt,2
Bro Code,PROPS in React explained 📧,https://www.youtube.com/watch?v=uvEAvxWvwOs,10/15/23,12:09,73257,2141,124,propsinreactexplained.txt,2
Bro Code,How to accept JavaScript USER INPUT in 5 minutes 💬,https://www.youtube.com/watch?v=JeXqaKeJSRI,10/15/23,5:22,57053,1265,42,howtoacceptjavascriptuserinputin5minutes.txt,2
Bro Code,JavaScript ARITHMETIC OPERATORS in 8 minutes! ➕,https://www.youtube.com/watch?v=FyGIKD2fxIo,10/15/23,8:28,29209,651,30,javascriptarithmeticoperatorsin8minutes.txt,2
Bro Code,React CARD components 🃏,https://www.youtube.com/watch?v=yYiwxYqQ9vg,10/14/23,11:59,52972,1074,52,reactcardcomponents.txt,2
Bro Code,JavaScript tutorial for beginners 🌐,https://www.youtube.com/watch?v=Ihy0QziLDf0,10/14/23,12:03,172731,2727,99,javascripttutorialforbeginners.txt,2
Bro Code,React tutorial for beginners ⚛️,https://www.youtube.com/watch?v=hn80mWvP-9g,10/9/23,20:27,185251,4847,523,reacttutorialforbeginners.txt,2
Bro Code,Learn CSS animations in 15 minutes! 🎬,https://www.youtube.com/watch?v=u_GIT5MJAtc,9/21/23,15:19,58355,1841,65,learncssanimationsin15minutes.txt,2
Bro Code,Learn CSS transformations in 9 minutes! 🔄,https://www.youtube.com/watch?v=qdeIy9_fbxE,9/21/23,9:01,22187,626,18,learncsstransformationsin9minutes.txt,2
Bro Code,Learn CSS flexbox in 10 minutes! 💪,https://www.youtube.com/watch?v=GteJWhCikCk,9/21/23,10:01,140592,4348,85,learncssflexboxin10minutes.txt,2
Bro Code,Learn CSS icons in 8 minutes! 🐤,https://www.youtube.com/watch?v=k3AJx11k9QY,9/21/23,8:33,30597,685,22,learncssiconsin8minutes.txt,2
Bro Code,How to create a CSS image gallery in 5 minutes! 📷,https://www.youtube.com/watch?v=uu0lOX6Ot3s,9/21/23,5:38,46730,989,14,howtocreateacssimagegalleryin5minutes.txt,2
Bro Code,CSS website layout in 9 minutes! 🗺️,https://www.youtube.com/watch?v=Hsu8uqQTSV8,9/21/23,9:28,73077,2208,48,csswebsitelayoutin9minutes.txt,2
Bro Code,How to create a CSS navigation bar in 6 minutes! 🧭,https://www.youtube.com/watch?v=f3uCSh6LIY0,9/21/23,6:28,265499,6433,127,howtocreateacssnavigationbarin6minutes.txt,2
Bro Code,Learn CSS dropdown menus in 6 minutes! 🔻,https://www.youtube.com/watch?v=VQWu4e6agPc,9/21/23,6:36,82055,2024,43,learncssdropdownmenusin6minutes.txt,2
Bro Code,Learn CSS pagination in 8 minutes! 🕮,https://www.youtube.com/watch?v=6ff96BkWqmg,9/21/23,8:59,21624,567,17,learncsspaginationin8minutes.txt,2
Bro Code,Learn CSS pseudo-elements in 5 minutes! ✔,https://www.youtube.com/watch?v=_LxYNxeWpBo,9/21/23,5:57,16333,565,20,learncsspseudoelementsin5minutes.txt,2
Bro Code,Learn CSS pseudo-classes in 7 minutes! ☟,https://www.youtube.com/watch?v=Nrsy_2ogRfQ,9/21/23,7:38,24535,708,14,learncsspseudoclassesin7minutes.txt,2
Bro Code,Learn CSS combinators in 4 minutes! ➕,https://www.youtube.com/watch?v=swZFmJsU54s,9/21/23,4:57,27943,779,25,learncsscombinatorsin4minutes.txt,2
Bro Code,How to include a CSS background image 🏙️,https://www.youtube.com/watch?v=_oFWg_NlKdo,9/21/23,3:16,153897,2027,93,howtoincludeacssbackgroundimage.txt,2
Bro Code,Learn CSS positions in 6 minutes! 🎯,https://www.youtube.com/watch?v=G4AWXOr4W-k,9/21/23,6:24,23413,705,17,learncsspositionsin6minutes.txt,2
Bro Code,Learn CSS height and width in 6 minutes! 📏,https://www.youtube.com/watch?v=QctF-i4-GuM,9/21/23,6:54,65038,1247,32,learncssheightandwidthin6minutes.txt,2
Bro Code,Learn CSS display property in 4 minutes! 🧱,https://www.youtube.com/watch?v=9T8uxp5hQ60,9/21/23,4:13,61659,1926,35,learncssdisplaypropertyin4minutes.txt,2
Bro Code,Learn CSS overflow in 3 minutes! 🌊,https://www.youtube.com/watch?v=d7cH8geV2dY,9/21/23,3:24,20405,559,9,learncssoverflowin3minutes.txt,2
Bro Code,Learn CSS float in 4 minutes! 🎈,https://www.youtube.com/watch?v=oJe8G5XT_v4,9/21/23,4:28,41091,1126,34,learncssfloatin4minutes.txt,2
Bro Code,Learn CSS margins in 5 minutes! ↔️,https://www.youtube.com/watch?v=rBWA_t-KnKk,9/21/23,5:14,50671,1183,28,learncssmarginsin5minutes.txt,2
Bro Code,Learn CSS shadows in 3 minutes! 👥,https://www.youtube.com/watch?v=Yqs_61ub1Ng,9/21/23,3:19,16567,424,5,learncssshadowsin3minutes.txt,2
Bro Code,Learn CSS borders in 4 minutes! 🖼,https://www.youtube.com/watch?v=pkNdQ7TmxIw,9/21/23,4:27,18990,372,8,learncssbordersin4minutes.txt,2
Bro Code,Learn CSS fonts in 7 minutes! 🔤,https://www.youtube.com/watch?v=MnyCbILmtOY,9/21/23,7:21,18682,437,14,learncssfontsin7minutes.txt,2
Bro Code,Learn CSS colors in 4 minutes! 🖌️,https://www.youtube.com/watch?v=LwbKb2J8iy8,9/21/23,4:13,18401,389,4,learncsscolorsin4minutes.txt,2
Bro Code,Get started with CSS in 8 minutes! 🎨,https://www.youtube.com/watch?v=uzF1Doc3cZQ,9/21/23,8:01,24464,588,10,getstartedwithcssin8minutes.txt,2
Bro Code,Learn HTML headers & footers in 5 minutes! 🤯,https://www.youtube.com/watch?v=JNFdCgmMkPk,9/21/23,5:48,44444,846,20,learnhtmlheadersfootersin5minutes.txt,2
Bro Code,Learn HTML forms in 10+ minutes! 📝,https://www.youtube.com/watch?v=zIN54lhJtQU,9/21/23,17:55,85716,1989,57,learnhtmlformsin10minutes.txt,2
Bro Code,Learn HTML buttons in 5 minutes! 🔘,https://www.youtube.com/watch?v=tDqTXipQmBU,9/21/23,5:16,103449,1730,40,learnhtmlbuttonsin5minutes.txt,2
Bro Code,Learn HTML tables in 4 minutes! 📊,https://www.youtube.com/watch?v=aNC6LY34yVM,9/21/23,4:43,41191,861,23,learnhtmltablesin4minutes.txt,2
Bro Code,Learn HTML lists in 6 minutes! 📄,https://www.youtube.com/watch?v=oUm7rvMUNq8,9/21/23,6:35,24719,577,10,learnhtmllistsin6minutes.txt,2
Bro Code,Learn HTML span & div in 4 minutes! 🏁,https://www.youtube.com/watch?v=WbnCll6vvw4,9/21/23,4:47,63412,1429,27,learnhtmlspandivin4minutes.txt,2
Bro Code,Learn HTML text formatting in 3 minutes! 💬,https://www.youtube.com/watch?v=urT4pdM3sr4,9/21/23,3:52,28244,552,15,learnhtmltextformattingin3minutes.txt,2
Bro Code,Learn HTML favicons in 2 minutes! 🗿,https://www.youtube.com/watch?v=8iXHciqlAdA,9/21/23,2:59,63005,1190,33,learnhtmlfaviconsin2minutes.txt,2
Bro Code,Learn HTML audio in 5 minutes! 🔊,https://www.youtube.com/watch?v=uof_zYxtnp0,9/21/23,5:17,66878,1443,68,learnhtmlaudioin5minutes.txt,2
Bro Code,Learn HTML images in 6 minutes! 🖼️,https://www.youtube.com/watch?v=sm5hTFzSs5Y,9/21/23,6:18,43173,859,16,learnhtmlimagesin6minutes.txt,2
Bro Code,Learn HTML hyperlinks in 4 minutes 👈,https://www.youtube.com/watch?v=ZOI7Tq5Zq2s,9/21/23,4:08,54355,1120,31,learnhtmlhyperlinksin4minutes.txt,2
Bro Code,HTML tutorial for beginners (2023) 🌎,https://www.youtube.com/watch?v=2oCN2q1x3c4,9/21/23,11:08,139495,3624,95,htmltutorialforbeginners2023.txt,2
Bro Code,HTML & CSS Full Course for free 🌎 (2023),https://www.youtube.com/watch?v=HGTJBPNC-Gw,5/31/23,4:02:43,2420927,68689,2371,htmlcssfullcourseforfree2023.txt,2
Bro Code,Learn MongoDB in 1 Hour 🍃 (2023),https://www.youtube.com/watch?v=c2M-rlkkT5o,4/14/23,1:00:00,1007841,28787,1184,learnmongodbin1hour2023.txt,2
Bro Code,PHP Full Course for non-haters 🐘 (2023),https://www.youtube.com/watch?v=zZ6vybT1HQs,3/29/23,4:00:00,1493300,37680,1696,phpfullcoursefornonhaters2023.txt,2
Bro Code,MySQL Full Course for free 🐬 (2023),https://www.youtube.com/watch?v=5OdVJbNCSso,1/2/23,3:00:00,1805547,46516,1173,mysqlfullcourseforfree2023.txt,2
Bro Code,Learn RECURSION in 5 minutes! 😵,https://www.youtube.com/watch?v=ivl5-snqul8,12/9/22,5:59,142815,4752,147,learnrecursionin5minutes.txt,2
Bro Code,What is Python scope resolution? 🔬,https://www.youtube.com/watch?v=XN83IECAscM,12/6/22,5:34,31003,1103,43,whatispythonscoperesolution.txt,2
Bro Code,What are Python modules? 📨,https://www.youtube.com/watch?v=XcfxkHrHTVE,12/5/22,6:36,62912,1967,56,whatarepythonmodules.txt,2
Bro Code,Python *ARGS & **KWARGS are awesome! 📦,https://www.youtube.com/watch?v=Vh__2V2tXUM,12/1/22,14:54,74906,2820,108,pythonargskwargsareawesome.txt,2
Bro Code,Python keyword arguments are awesome! 🗝️,https://www.youtube.com/watch?v=7QCHpAtlSMo,11/30/22,6:44,29425,951,33,pythonkeywordargumentsareawesome.txt,2
Bro Code,Python default arguments are awesome! 👍,https://www.youtube.com/watch?v=m2uURZxex3c,11/29/22,6:07,32387,980,44,pythondefaultargumentsareawesome.txt,2
Bro Code,Functions in Python are easy 📞,https://www.youtube.com/watch?v=89cGQjB5R4M,11/26/22,10:38,439293,13813,354,functionsinpythonareeasy.txt,2
Bro Code,Create a QUIZ GAME with Python 💯,https://www.youtube.com/watch?v=zehwgTB0vV8,11/23/22,9:29,197444,4742,163,createaquizgamewithpython.txt,2
Bro Code,MySQL: TRIGGERS,https://www.youtube.com/watch?v=jVbj72YO-8s,11/22/22,16:50,110986,2902,85,mysqltriggers.txt,2
Bro Code,MySQL: STORED PROCEDURES,https://www.youtube.com/watch?v=oagHZwY9JJY,11/22/22,8:02,82895,1924,55,mysqlstoredprocedures.txt,2
Bro Code,MySQL: ON DELETE,https://www.youtube.com/watch?v=vANfY96ccOY,11/21/22,7:31,20190,455,21,mysqlondelete.txt,2
Bro Code,MySQL: ROLLUP,https://www.youtube.com/watch?v=6FwQBS3jV_I,11/20/22,3:51,17997,431,10,mysqlrollup.txt,2
Bro Code,MySQL: GROUP BY,https://www.youtube.com/watch?v=FztbYXeOEQ4,11/18/22,5:08,52536,1577,37,mysqlgroupby.txt,2
Bro Code,Encryption program in Python 🔒,https://www.youtube.com/watch?v=vsLBErLWBhA,11/17/22,8:41,113055,3244,132,encryptionprograminpython.txt,2
Bro Code,DICE ROLLER program in Python ⚂,https://www.youtube.com/watch?v=x-Ag2_bJ40Y,11/16/22,10:06,61581,1605,77,dicerollerprograminpython.txt,2
Bro Code,ROCK PAPER SCISSORS game in Python 🗿,https://www.youtube.com/watch?v=fn68QNcatfo,11/14/22,9:29,122328,2957,136,rockpaperscissorsgameinpython.txt,2
Bro Code,Generate random numbers in Python 🎲,https://www.youtube.com/watch?v=piJc18hcH0Y,11/12/22,8:03,57424,1550,64,generaterandomnumbersinpython.txt,2
Bro Code,MySQL: SUBQUERIES,https://www.youtube.com/watch?v=i5acg3Hvu6g,11/12/22,6:46,85925,2516,65,mysqlsubqueries.txt,2
Bro Code,Python concession stand program 🍿,https://www.youtube.com/watch?v=PbkIzW_70EI,11/11/22,8:10,43792,1437,54,pythonconcessionstandprogram.txt,2
Bro Code,MySQL: INDEXES are awesome,https://www.youtube.com/watch?v=t0grczCICMk,11/11/22,6:26,47954,1358,22,mysqlindexesareawesome.txt,2
Bro Code,Python dictionaries are easy 📙,https://www.youtube.com/watch?v=MZZSMaEAC2g,11/10/22,8:06,213966,5854,122,pythondictionariesareeasy.txt,2
Bro Code,Python shopping cart program 🛒,https://www.youtube.com/watch?v=kbyHLU9JqjE,11/8/22,7:14,99060,2089,81,pythonshoppingcartprogram.txt,2
Bro Code,Python 2D collections are easy ⬜,https://www.youtube.com/watch?v=Xy6qeQWQwFw,11/8/22,8:39,43306,1251,23,python2dcollectionsareeasy.txt,2
Bro Code,MySQL VIEWS are awesome,https://www.youtube.com/watch?v=wciubfRhvtM,11/7/22,6:03,55762,1311,31,mysqlviewsareawesome.txt,2
Bro Code,MySQL SELF JOINS are ... ughhh,https://www.youtube.com/watch?v=lweF--_3Pk8,11/5/22,10:03,57971,1512,43,mysqlselfjoinsareughhh.txt,2
Bro Code,"Python lists, sets, and tuples explained 🍍",https://www.youtube.com/watch?v=gOMW_n2-2Mw,11/4/22,15:06,255653,7171,134,pythonlistssetsandtuplesexplained.txt,2
Bro Code,MySQL UNIONS are easy,https://www.youtube.com/watch?v=su-fxrvKTCk,11/3/22,4:14,52711,1163,16,mysqlunionsareeasy.txt,2
Bro Code,MySQL LIMIT clause is easy,https://www.youtube.com/watch?v=q-kZ8Rq58MY,11/3/22,2:53,15849,316,7,mysqllimitclauseiseasy.txt,2
