channel_name,video_title,video_url,publish_date,video_length,views,likes,comments,transcript_filename,"Tier (1, 2, or 3)"
Khan Academy Computing,Adding event listeners with jQuery | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=mV1pOhx4heI,9/28/15,3:24,4798,19,0,addingeventlistenerswithjquerycomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Getting info on elements with jQuery | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=nf5lCuLCpwQ,9/28/15,3:16,3818,13,1,gettinginfoonelementswithjquerycomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Checking DOM readiness with jQuery | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=x7TMXXxsO3E,9/28/15,2:43,2689,14,1,checkingdomreadinesswithjquerycomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,From the inventor: Welcome! | Computer programming | Khan Academy,https://www.youtube.com/watch?v=4NYF_Y3rTbk,9/28/15,0:27,52101,102,3,fromtheinventorwelcomecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Animating numeric properties with jQuery (Video Version),https://www.youtube.com/watch?v=768tZvQHUxs,9/28/15,2:58,1949,11,1,animatingnumericpropertieswithjqueryvideoversion.txt,1
Khan Academy Computing,What is jQuery? | Computer programming | Khan Academy,https://www.youtube.com/watch?v=T2mFyPxL-fU,9/28/15,1:17,75741,204,5,whatisjquerycomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Using event properties in jQuery | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=UG-gTkmxDxE,9/28/15,5:17,3096,12,1,usingeventpropertiesinjquerycomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Modifying elements with jQuery | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=kD7uk8RNmjM,9/28/15,5:01,3816,19,0,modifyingelementswithjquerycomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Looping through jQuery collections | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=-IEnvFv5eBQ,9/28/15,5:24,36121,151,2,loopingthroughjquerycollectionscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Finding elements with jQuery | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=KDFtN6C5mO0,9/28/15,3:54,5105,29,0,findingelementswithjquerycomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Creating elements from scratch | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=RAJVkOfR6U8,9/28/15,4:19,7477,34,4,creatingelementsfromscratchcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,jQuery Collections vs. DOM Nodes | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=cV7h5jLSFhc,9/28/15,5:19,3536,22,1,jquerycollectionsvsdomnodescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Modifying elements with jQuery | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=mboB93fon3w,9/28/15,2:58,3223,18,0,modifyingelementswithjquerycomputerprogrammingkhanacademy_2.txt,1
Khan Academy Computing,John Resig: Building jQuery,https://www.youtube.com/watch?v=5SzUDgDvCzc,9/28/15,9:50,16760,202,17,johnresigbuildingjquery.txt,1
Khan Academy Computing,Debugging webpages with the browser console | Computer programming | Khan Academy,https://www.youtube.com/watch?v=JuVOwU0RcdA,9/16/15,2:55,87977,168,8,debuggingwebpageswiththebrowserconsolecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,What is an algorithm and why should you care? | Algorithms | Computer Science | Khan Academy,https://www.youtube.com/watch?v=CvSOaYi89B4,7/27/15,5:28,1397467,3707,86,whatisanalgorithmandwhyshouldyoucarealgorithmscomputersciencekhanacademy.txt,1
Khan Academy Computing,Using a JS library: Slideshow library (Video version),https://www.youtube.com/watch?v=R58JyVEjPsU,7/24/15,3:42,4860,29,2,usingajslibraryslideshowlibraryvideoversion.txt,1
Khan Academy Computing,Special ProcessingJS functions | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=LgTG7a74bOg,7/6/15,6:08,27310,93,7,specialprocessingjsfunctionscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Resizing shapes with variable expressions | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=KVBYgTrZXYI,6/26/15,7:37,60354,229,42,resizingshapeswithvariableexpressionscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Debugging with println()s | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=mN4MGNe59NQ,6/23/15,5:52,20115,75,13,debuggingwithprintlnscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,What is Programming? | Intro to JS: Drawing & Animation | Computer programming | Khan Academy,https://www.youtube.com/watch?v=FCMxA3m_Imc,6/16/15,2:01,3504773,5294,100,whatisprogrammingintrotojsdrawinganimationcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Combining multiple joins | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=GTJET_KZsC8,5/11/15,3:19,24280,71,3,combiningmultiplejoinscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,JOINing related tables | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=UDe7zyb5vrE,5/11/15,5:23,35773,123,5,joiningrelatedtablescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Altering tables after creation | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=cvWlO-UXUyU,5/11/15,3:54,14883,42,2,alteringtablesaftercreationcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,More complex queries with AND/OR | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=90NJg_XLY0Y,5/11/15,4:34,92986,381,4,morecomplexquerieswithandorcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Joining related tables  (Video version),https://www.youtube.com/watch?v=EynJxFTy8-M,5/11/15,5:18,10029,53,4,joiningrelatedtablesvideoversion.txt,1
Khan Academy Computing,Changing rows with UPDATE and DELETE | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=KuG0Z7kl93U,5/11/15,4:33,23057,79,5,changingrowswithupdateanddeletecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Calculating results with CASE | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=XWk9YkpI6B4,5/11/15,5:57,37055,122,22,calculatingresultswithcasecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,S-Q-L or SEQUEL? | Intro to SQL: Querying and managing data | Computer programming | Khan Academy,https://www.youtube.com/watch?v=mclGRkSprJY,5/11/15,1:41,313509,555,51,sqlorsequelintrotosqlqueryingandmanagingdatacomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Querying IN subqueries | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=p7Id6uUXZLg,5/11/15,5:22,47249,180,22,queryinginsubqueriescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Restricting grouped results with HAVING | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=uw0m8mWAx_o,5/11/15,4:28,36552,133,10,restrictinggroupedresultswithhavingcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Joining tables to themselves with self-joins | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=x5JxPV2enbU,5/11/15,3:58,21350,86,5,joiningtablestothemselveswithselfjoinscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Joining related tables with left outer joins | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=zmGbLTdDH6I,5/11/15,4:05,23782,92,4,joiningrelatedtableswithleftouterjoinscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Joining tables to themselves with self joins (Video version),https://www.youtube.com/watch?v=cC_7Ad73hDY,5/11/15,3:29,295,3,1,joiningtablestothemselveswithselfjoinsvideoversion.txt,1
Khan Academy Computing,Finding multiple DOM elements by tag or class name | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=1N5cNqL6PjI,3/3/15,5:40,22657,93,2,findingmultipledomelementsbytagorclassnamecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Making webpages interactive with events | Computer programming | Khan Academy,https://www.youtube.com/watch?v=2pE7GUzW6-4,2/23/15,1:26,31917,25,3,makingwebpagesinteractivewitheventscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Creating elements from scratch | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=4mAO3TtbnOo,2/23/15,6:56,7163,34,1,creatingelementsfromscratchcomputerprogrammingkhanacademy_2.txt,1
Khan Academy Computing,Changing styles | HTML/JS: Making webpages interactive | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=6m5cydpucZc,2/23/15,2:46,5940,18,1,changingstyleshtmljsmakingwebpagesinteractivecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Finding elements by ID | HTML/JS: Making webpages interactive | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=DfwzZfTIjD0,2/23/15,3:33,9779,29,5,findingelementsbyidhtmljsmakingwebpagesinteractivecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Using the event properties (Video Version),https://www.youtube.com/watch?v=VX0F1jRMy54,2/23/15,7:23,4710,23,1,usingtheeventpropertiesvideoversion.txt,1
Khan Academy Computing,Animating DOM with setInterval (Video Version),https://www.youtube.com/watch?v=VbvCbkfJVgM,2/23/15,5:39,4066,22,0,animatingdomwithsetintervalvideoversion.txt,1
Khan Academy Computing,Processing forms with events (Video Version),https://www.youtube.com/watch?v=mOw3hEYZaJk,2/23/15,7:54,3869,17,2,processingformswitheventsvideoversion.txt,1
Khan Academy Computing,Preventing default behavior of events (Video Version),https://www.youtube.com/watch?v=zdhWB_dNS-Q,2/23/15,4:17,2877,15,0,preventingdefaultbehaviorofeventsvideoversion.txt,1
