channel_name,video_title,video_url,publish_date,video_length,views,likes,comments,transcript_filename
Beginner's Code Zone,Python Password Generator: A Project for Beginner Programmers,https://www.youtube.com/watch?v=1TNO1sYfw4I,2023-01-04,15:11,294,16,9,pythonpasswordgeneratoraprojectforbeginnerprogrammers.txt
Beginner's Code Zone,ROCK PAPER SCISSORS game using Python | Beginners project,https://www.youtube.com/watch?v=-GzEmTmxq0Y,2023-05-18,13:13,264,12,2,rockpaperscissorsgameusingpythonbeginnersproject.txt
Beginner's Code Zone,Singly Linked List complete 💻 | Data Structures using Python,https://www.youtube.com/watch?v=QX_j6_AYafA,2023-07-30,38:21,299,11,3,singlylinkedlistcompletedatastructuresusingpython.txt
Beginner's Code Zone,Doubly Linked List | Data Structures using Python,https://www.youtube.com/watch?v=xmgpPc3ISyU,2023-08-02,22:00,143,7,1,doublylinkedlistdatastructuresusingpython.txt
