channel_name,video_title,video_url,publish_date,video_length,views,likes,comments,transcript_filename
The BlackFemale Engineer,GITHUB README TUTORIAL | Everything That Should Be In Your GitHub ReadMe,https://www.youtube.com/watch?v=1FLsHruskDg,2021-03-02,23:37,356,35,13,githubreadmetutorialeverythingthatshouldbeinyourgithubreadme.txt
The BlackFemale Engineer,THE BEST WAY TO LEARN TO CODE IN 2021 | How To Learn To Code As A Beginner | Where To Start,https://www.youtube.com/watch?v=krQ6Uf8D8Pc,2021-05-07,15:13,2241,76,14,thebestwaytolearntocodein2021howtolearntocodeasabeginnerwheretostart.txt
